testing_image,output_indices,acc,index_time,nbit-factor,search_time
../geological_similarity/schist/TEJ1Y.jpg,"[29065 25578 26255 28259 28099 27969 29474 28192 26000 26318 26573 27955
 27426  5105 29888 29143 25975 27118 29746 26397 29796 25804 26192 25754
 29923 27918 26299 28953 29111 26691 29081 27372 26246 26502 28162 27067
 26550  8844 27906 27408 25202 25214 28598 27900 28797 25555  5929 26947
  9151 25293]",0.52,0.2949848175048828,1.0,0.00099945068359375
../geological_similarity/marble/13P1E.jpg,"[10152 13641 13701 14765 11181 11653 14671 10974 10448 13203 10675 12790
 14482 14468 13121 13876 10535 13807 12390 11682 13826 12467 11502 12566
 12145 10269 11478 12190 10479 12787 14487 12208 10253 10209 14148 11553
 14171 13938 14802 12876 11665 14623 13093 10321 14553 11172 12336 12377
 12016 13420]",0.4,0.2949848175048828,1.0,0.003999948501586914
../geological_similarity/andesite/RRGXD.jpg,"[ 3818  1785 18549 18431   656  4586 17895 15915  4679  4609 15281  3627
  3484  3505  3221   189  3384 17480   410 15864 18115 16784  2059   601
   416  1711  4928    74 15307  4196  4101  1546  4556   206  3636  3618
  3616  3452  3958  1750  1487  3464   894  3131  2924  2457  2417  2149
  2244   483]",0.04,0.2949848175048828,1.0,0.001001119613647461
../geological_similarity/schist/PEVYX.jpg,"[28534  5792  5526 29677  9393  5555  6945  9958  7773 27576  8845  8305
  8819 27866 27391  6887  6619 26675  6786  6603  9633  9369  6430  8881
 26370  9307  5826  5087 28060  6192  8065 26382 26574 28719  9761  8595
  7768  6012 26369  9128  9268  7446  8186  8218  7662  7064  7721  7059
  6284  6839]",0.2,0.2949848175048828,1.0,0.0
../geological_similarity/schist/66ZT7.jpg,"[25850 27277 26241 25477  6172  7293  8871 29799 27546  7051 29635  6212
 27094  5525 27003 28950 26858 28994  9923 27637  8047 26145 25645 29614
  8786  8562  6931 26592  7798  6298 29744 25192 29312  9753  5457  9987
 28036  6174 26157 28390 27411  9011  6661 26731 26329  8439  8451  6606
  5467  7597]",0.16,0.2949848175048828,1.0,0.00899648666381836
../geological_similarity/marble/6CLSI.jpg,"[10908 10452 10931 10111 13469 14865 11232 10958 11913 12614 13247 11270
 10655 10926 11807 10167 11224 13671 12230 14703 13210 13385 14531 14880
 13458 10853 14716 13288 14461 13811 12003 22682 12786 12964 12600 11726
 13277 10751 10403 10373 14750 13088 12527 13868 11506 10133 12817 11220
 11015 10668]",0.34,0.2949848175048828,1.0,0.012001991271972656
../geological_similarity/quartzite/NHUYS.jpg,"[18257 18616 17560 16293 15989  2096  1665   790 17435  1557  2663  3183
 18806  3614  3516 18062 17132  2849 18949 17116  3917 19766 15518 15349
  2226 28574 15850  4665 19479 19206 19889 19730  4587  4140 18754 18721
 18760 18623  3772 18622  3488  2992 18407 17051 16849  2781 15393 15514
  2453  4766]",0.08,0.2949848175048828,1.0,0.011997461318969727
../geological_similarity/schist/4U82N.jpg,"[25650 28630 25956 25987  4723 25720 29059    37 29852 28911 27057  1813
 27424 29868 26541  3702 26339 25214  8218 28889 29676 29939 28134 28162
 28282 28539 25175  5414  7069  5200 27101 27096 26673  5089 27583 26830
  7203  6945 26385 26350  4823 25717 27644 26433 25788 25264  3041  5875
  8488  5809]",0.12,0.2949848175048828,1.0,0.003002166748046875
../geological_similarity/rhyolite/NGW1J.jpg,"[23338 29384  8707  5660 22541  9682 20861 24497 20339 25383 28450 26432
 24318  8965  4745 23544 24083  9049  5676 25094  9424 26517 20354 22122
 20274  7386 29170 25205 24671  9659 22411  8219  6706 20769 29060 23168
 21111 24270 21227 21353  5943 26635  6546 25952  6954  6937 22622  5761
 25200 22345]",0.14,0.2949848175048828,1.0,0.0030019283294677734
../geological_similarity/schist/BNXPM.jpg,"[26601 29984 26238 27018 26579 26566 29574  9111 26778 29963 29205 26452
 25814 29568 26474 29192 28342  5791 28289 25224 29012 28981 27979   697
 27939 27968 27512  6157 26869 26937 26841 26967 26840  5646 26723 26762
 26745 26606 26400 26434 26369 26266 26132 25797 25629 27413  7801 25824
 25515  1482]",0.42,0.2949848175048828,1.0,0.0009992122650146484
../geological_similarity/rhyolite/CZIVC.jpg,"[21816 24197  6545 21780  9115   419  4966 21179  8091  9617 21017 18860
 29387  4996 25923 26368  9130  8923   502 22695  4756  7684  8251  6118
 28710 16899  1577 24435 29393 28655 17680 26058  8947  5556  8941 25366
 25040 27083 25443   704 27800  1729  4701  6851  7668 21556  2503  2782
  5910  3856]",0.16,0.2949848175048828,1.0,0.002003192901611328
../geological_similarity/quartzite/UVK6S.jpg,"[16905 19323 19453 18327 17648 16492 16614 16581 16497 15014 18938 18856
 18286 16165 18412 17976 15604 16455 19656 16268 17657 18200 15092 16031
 18225 17587 15534 17020 17043 17003 19592 17885 19551 18229 17464 15737
 15215 15184 16569 15173 15696 16524 15172 15185 15643 15044 15717 15000
 16433 16404]",0.06,0.2949848175048828,1.0,0.001997232437133789
../geological_similarity/gneiss/AQWU7.jpg,"[ 6499  9662  6449  5311 25099  5171  9689 27518  6079 25334 26030  6340
  8475  5970  6690  2374 26930  5723  6561 29309  8128  7350 29438  7353
 29487 29103  7333  6428 28679 28568 28799  9305 26147 26340  8594 26064
  8606 26985 25751  6926  8649 12179  8297  8867 25312  9687  7510  5622
  9426  5372]",0.2,0.2949848175048828,1.0,0.0010001659393310547
../geological_similarity/rhyolite/B39AI.jpg,"[21552 20860   547 23576 25975 25578  2818 22778 27426 20919  4688 25754
  4047   186  2822 26243   740  4348 28192 24283 28424 29626   539 23826
 29038 22829  3820  1836 27427 20655  2995 20008 15558 27729 26997 20465
  3042  9152  2889 26573   907  5376 27918 26830 26246 26032 21866 25718
  4137 24557]",0.1,0.2949848175048828,1.0,0.005000114440917969
../geological_similarity/quartzite/DCHOS.jpg,"[19549 16850 15475 15055 19091 15721 17146 16425 19788 16001 19904 19814
 15821 15594 18444 17983 16026 19259 19894 19696 19258 18625 18315 19620
 17027 17203 16783 16625 16458 15485 16210 16466 16241 15124 15090 16146
 16125 16509 16192 15508 15118 16017 15427 16079 15429 15822 15840 15044
 16531 16118]",0.1,0.2949848175048828,1.0,0.0019986629486083984
../geological_similarity/marble/3WBP6.jpg,"[10586 10851 10699 14167 13012 14855 11068 13649 10466 11034 13108 12899
 10666 10543 11944 11710 12557 12342 11732 12096 11895 11072 11858 10608
 10284 10407 12901 12182 11975 12674 14509 14343 12444 11831 10834 10714
 11777 10130 13229 10346 14157 12044 10266 11789 12801 13436 11308 13269
 12339 11118]",0.36,0.2949848175048828,1.0,0.018000125885009766
../geological_similarity/schist/4WITK.jpg,"[25658  8472  6605  9229  7053  6384  8874  7192 28914  8708  7214  9532
  5034  6676  7802  9423 27538  9302  9030  5692 26911  6805 29036  6775
 27368  6917  9354  8119 27933 26582  8226  9770  6242  5941  9333  9428
  5215  7585  7297  9005  7428  5040  5690  6720  6027  5412  9626  8989
  8761  6056]",0.06,0.2949848175048828,1.0,0.012000322341918945
../geological_similarity/schist/CM3SF.jpg,"[26738 25630 26306 27399  7400 25102 29853  6253 28722  9626  5279 25644
 28825 25429 25977 26378  7539 25410 25201  8972  9742  7455  8294 28894
  6722 25456 28780 28610 28987 29342 29783 25399 25313  7576 27904 27732
 28229 27890  6376 28096 26459  7415 26580 26233 25140 26689 26081  6866
  5219  8276]",0.1,0.2949848175048828,1.0,0.003997802734375
../geological_similarity/andesite/CTYZM.jpg,"[ 1825  2573 18552 18860  3264  1557 16627 16558  4531  1366  4140  3942
  1190  3750  1862  3847  3704  3561   617  3088 18062 19144 18008  3052
  4570  4451  4602  4286  2449  4000   419  4095  2030  1151  3802  3760
  1017  2146  3621  3595   903  3234   592  4224  3634  3198  3138  2750
  2781  2675]",0.2,0.2949848175048828,1.0,0.002000570297241211
../geological_similarity/marble/94WJ8.jpg,"[11305 11836 10614 12651 14924 13522 11259 12511 13029 10173 14481 14507
 13718 13210 10070 14214 14633 14660 11387 11070 11459 10431 11908 12265
 14584 12868 12160 11923 10389 24298 13595 13015 14340 14243 14114 13421
 10564 11215 22465 14979 12170 11921 10150 11485 10731 12399 10314 10386
 13310 10793]",0.54,0.2949848175048828,1.0,0.0
