testing_image,time_taken,indices_list,output_indices
../geological_similarity/schist/TEJ1Y.jpg,0.1319241523742675,,"[14795, 7716, 14798, 7721, 7722, 3137, 7743, 20758, 14717, 7755, 7754, 7753, 7752, 14726, 20813, 14727, 7749, 14732, 14738, 14748, 20769, 14922, 14811, 7711, 14822, 14824, 14789, 3134, 7676, 7679, 14885, 20157, 7684, 14875, 14870, 7690, 3076, 7692, 3112, 7696, 7697, 7701, 14832, 7704, 3101, 14827, 7706, 7708, 20271, 7729]"
../geological_similarity/marble/13P1E.jpg,0.1046140193939209,,"[12996, 11269, 11540, 11309, 12091, 13574, 11243, 10602, 10240, 14065, 13820, 14037, 13781, 14842, 10694, 11344, 12548, 10375, 14623, 13222, 11598, 11623, 10249, 14730, 13027, 11910, 11173, 14186, 11755, 11045, 12408, 14721, 13191, 12782, 11051, 10872, 13435, 12467, 10387, 14971, 14476, 11425, 11797, 13651, 13215, 11738, 10115, 12221, 14423, 14535]"
../geological_similarity/andesite/RRGXD.jpg,0.1054611206054687,,"[26397, 28791, 29143, 13522, 10627, 5812, 6466, 25042, 14277, 6690, 29824, 28099, 5043, 10949, 14245, 28072, 10603, 14860, 14202, 10352, 26627, 5795, 25793, 26965, 9409, 26172, 27571, 6634, 9885, 10960, 5486, 7454, 25488, 9870, 27649, 28679, 9346, 14093, 27640, 14094, 14105, 18668, 29179, 5216, 14137, 13200, 9026, 28043, 29751, 12323]"
../geological_similarity/schist/PEVYX.jpg,0.1058356761932373,,"[7735, 25535, 11313, 6197, 9026, 11343, 26770, 28099, 7027, 25555, 9058, 25558, 8151, 6258, 28072, 24403, 25562, 28740, 13131, 12427, 5372, 11070, 14419, 28125, 5486, 7792, 6936, 5609, 14488, 14864, 28208, 6050, 5580, 10313, 8080, 11135, 12061, 28192, 6079, 13522, 7454, 25042, 25303, 7081, 13085, 26139, 27118, 27121, 28591, 29065]"
../geological_similarity/schist/66ZT7.jpg,0.1048669815063476,,"[23717, 16091, 4714, 29847, 6494, 6910, 8439, 28077, 20306, 18004, 27782, 27227, 25831, 28411, 29799, 26061, 26764, 7154, 28895, 1053, 21964, 7227, 16671, 26241, 25451, 29464, 24121, 28950, 15636, 24151, 28430, 25774, 28441, 27354, 6063, 29744, 28095, 27347, 26089, 1895, 24137, 26257, 28462, 28463, 17970, 17137, 24918, 26077, 23085, 25249]"
../geological_similarity/marble/6CLSI.jpg,0.1028752326965332,,"[10594, 12407, 11434, 10031, 14860, 14331, 14643, 10544, 11672, 10938, 10097, 14122, 14605, 10556, 11906, 14772, 12547, 12072, 10528, 14393, 10193, 14399, 10050, 12098, 11583, 14774, 13016, 10196, 11359, 13332, 10418, 13285, 13233, 13231, 11897, 14674, 11040, 11194, 13194, 11307, 14289, 13092, 11028, 13080, 10317, 13045, 14579, 10514, 10062, 12441]"
../geological_similarity/quartzite/NHUYS.jpg,0.1043300628662109,,"[13775, 28259, 26232, 25626, 14708, 6525, 7929, 29658, 26197, 10727, 9471, 11070, 29824, 7039, 25766, 7027, 6690, 25793, 25795, 12323, 27366, 5176, 7191, 7906, 5723, 13200, 5043, 13957, 26318, 8762, 25535, 6425, 5812, 6432, 9335, 14328, 27071, 5795, 25555, 25558, 9352, 28208, 14093, 7852, 6466, 13522, 8677, 6859, 9346, 12324]"
../geological_similarity/schist/4U82N.jpg,0.1024272441864013,,"[26735, 27911, 10927, 26518, 9442, 5356, 12040, 5385, 25535, 27705, 7650, 27130, 25042, 14093, 9281, 26232, 26770, 6966, 7852, 6580, 7999, 29045, 10171, 6425, 6460, 12629, 10921, 28470, 11989, 26101, 14860, 8765, 10062, 7039, 8269, 3954, 27426, 10044, 26998, 7906, 12323, 6050, 7027, 29583, 11134, 5500, 11135, 13896, 5105, 8750]"
../geological_similarity/rhyolite/NGW1J.jpg,0.1016411781311035,,"[13586, 25386, 8117, 9942, 27007, 14816, 27861, 5130, 10052, 11355, 15269, 9121, 25033, 28177, 28171, 28178, 5979, 25043, 2082, 6002, 9133, 25686, 25037, 17812, 17776, 9144, 9138, 5991, 28168, 17763, 28150, 28152, 26710, 9158, 28135, 26716, 25048, 17795, 25683, 9128, 9153, 9150, 28144, 5977, 9148, 10487, 17786, 5963, 5975, 5992]"
../geological_similarity/schist/BNXPM.jpg,0.0950617790222168,,"[25793, 9346, 10949, 5723, 7480, 6112, 6079, 14488, 14516, 25535, 11313, 14781, 28259, 25754, 8615, 10094, 10469, 23338, 3401, 5580, 11482, 8784, 13913, 5830, 6690, 29065, 7307, 7275, 26716, 7282, 7278, 26748, 26731, 7276, 7274, 7255, 26702, 15271, 26691, 19680, 7308, 7262, 10191, 26677, 7288, 26675, 26765, 7303, 26710, 11295]"
