testing_image,time_taken,indices_list
/Users/abhishekvaidyanathan/Downloads/geological_similarity/gneiss/EICHX.jpg,0.06171393394470215,"[25626, 7061, 7039, 7004, 26223, 29869, 5547, 5573, 29658, 9845, 9203, 13097, 8122, 9142, 5658, 26290, 6859, 5674, 8145, 27476, 20122, 13573, 7946, 9286, 25766, 9335, 5128, 9727, 9745, 7542, 29902, 7532, 7501, 19308, 9536, 5230, 9699, 5247, 16959, 7339, 24468, 9510, 27071, 7292, 28678, 27061, 21088, 5423, 9904, 8437]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/andesite/5LQRG.jpg,0.05126595497131348,"[8784, 7480, 5580, 5723, 29065, 28259, 6079, 5082, 25558, 5948, 28325, 28072, 28591, 29143, 28099, 25946, 9728, 26321, 26318, 18668, 29487, 25488, 10637, 27366, 25795, 7691, 26397, 6432, 28971, 26197, 25578, 25708, 9823, 28844, 5007, 9058, 6258, 8606, 7454, 9886, 25734, 8149, 5043, 29433, 6421, 26691, 28679, 9280, 29824, 350]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/quartzite/ZQXRY.jpg,0.03598380088806152,"[16944, 4389, 19558, 15064, 19593, 23900, 18851, 3048, 17391, 18254, 3493, 19604, 15433, 15713, 19783, 16529, 18676, 18660, 17453, 17434, 26333, 18392, 23055, 17362, 17026, 15551, 1878, 1876, 19226, 16106, 15497, 19290, 17296, 19297, 22248, 113, 19646, 19938, 17178, 389, 742, 952, 2858, 16267, 17084, 3998, 2636, 1812, 15533, 19771]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/schist/VCJL6.jpg,0.04077005386352539,"[7062, 5308, 27510, 6784, 134, 27532, 26192, 7980, 25691, 28863, 26624, 28359, 28443, 8790, 26164, 22296, 29172, 22995, 27991, 28191, 7486, 29555, 15824, 29244, 8103, 21763, 28568, 27485, 25996, 11329, 22470, 26709, 23761, 28913, 9782, 7111, 28515, 26569, 23949, 25932, 14647, 21501, 25628, 25481, 28112, 21366, 28119, 28523, 5798, 26037]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/andesite/JAKNP.jpg,0.03438210487365723,"[21861, 2271, 2692, 19357, 18158, 16849, 21666, 15963, 1035, 26662, 28614, 15468, 2379, 28617, 22831, 20211, 27363, 17942, 15340, 23465, 15706, 26521, 2358, 25289, 19879, 18910, 2858, 18913, 2087, 18970, 998, 23809, 3033, 19319, 26587, 18953, 17669, 26652, 3921, 17707, 22249, 25496, 24983, 562, 22236, 15685, 20359, 18570, 29853, 18540]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/schist/ZVGWJ.jpg,0.035944223403930664,"[5368, 9989, 8520, 7534, 9083, 25003, 24255, 7102, 24176, 9288, 8426, 24282, 26037, 25925, 6610, 28309, 8855, 27123, 6677, 23807, 26243, 7723, 9782, 25002, 28818, 26697, 5983, 11343, 6569, 25562, 26985, 29268, 7792, 28192, 25773, 22174, 26477, 21983, 4986, 6955, 8788, 3740, 22865, 24803, 23321, 5850, 21708, 24792, 6216, 21806]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/gneiss/9JLC4.jpg,0.03565692901611328,"[9346, 28259, 6079, 5723, 7480, 5580, 5830, 29065, 14516, 25754, 6112, 8784, 23338, 25793, 5253, 25208, 25202, 25201, 5258, 28265, 28319, 5205, 16825, 5204, 28271, 25197, 28266, 16739, 25177, 28317, 5319, 25154, 5307, 5306, 5304, 5300, 25164, 8413, 8415, 8416, 5293, 28297, 5288, 18796, 25169, 5282, 5277, 28224, 10487, 8457]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/andesite/ZQ5A2.jpg,0.033396005630493164,"[8954, 29228, 27071, 5907, 19308, 6859, 6239, 29658, 9335, 9510, 26395, 25766, 8356, 8437, 7039, 27824, 25626, 7004, 20381, 29869, 24468, 28678, 26573, 27476, 9203, 27856, 3030, 7590, 18122, 3075, 23199, 7591, 7442, 27785, 7448, 2979, 27904, 27877, 17566, 2544, 18000, 27885, 17988, 27893, 27898, 2923, 18267, 18157, 27862, 23248]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/marble/9F62E.jpg,0.03432202339172363,"[14445, 21013, 2494, 10356, 25847, 12102, 29841, 28039, 10263, 13526, 11156, 10035, 13002, 28429, 13381, 9504, 24248, 27086, 11833, 27547, 14938, 12705, 12949, 12932, 8622, 7536, 25885, 11998, 14736, 14926, 13091, 11759, 12469, 12261, 14463, 14190, 6295, 7057, 13535, 10819, 10965, 10300, 29226, 24376, 11228, 12588, 12116, 11703, 11101, 12181]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/quartzite/YD5R1.jpg,0.035447120666503906,"[8606, 25694, 5384, 28325, 27692, 7972, 9886, 26321, 9280, 25310, 5007, 28260, 26656, 3707, 26644, 13402, 9823, 28844, 5948, 5462, 10637, 350, 26727, 5082, 9728, 25946, 6421, 8645, 15303, 26651, 9985, 9986, 8310, 18658, 2661, 2660, 8312, 5964, 15320, 18681, 15304, 2674, 2676, 26635, 18688, 18691, 26630, 26668, 5966, 18659]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/rhyolite/8O9M4.jpg,0.04617786407470703,"[22852, 24207, 22740, 24250, 21547, 25307, 5016, 24226, 21478, 21475, 2785, 21470, 21183, 24200, 22794, 25471, 3736, 25419, 22843, 6032, 6013, 6014, 21464, 2549, 21367, 6089, 25514, 25731, 9588, 21238, 29453, 7640, 21257, 21269, 3803, 712, 24205, 7291, 25638, 29431, 22895, 21325, 24155, 28772, 24165, 7627, 29401, 6090, 21292, 8167]"
/Users/abhishekvaidyanathan/Downloads/geological_similarity/andesite/DLVF8.jpg,0.03557085990905762,"[20434, 17191, 24568, 126, 21665, 23822, 9947, 3119, 4273, 4245, 19998, 3006, 20959, 4164, 3252, 23032, 20832, 22811, 23317, 9649, 24917, 19051, 21136, 4999, 15662, 3521, 19649, 17377, 16238, 18769, 2769, 1214, 18259, 17127, 4024, 17042, 20269, 2454, 20334, 16036, 2465, 23703, 15896, 18077, 2472, 19390, 19145, 3148, 17962, 19714]"
